Rank,Name,Park,Location,Supplier,Year,Awarded,Type,Design,Status,Opened,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Duration,G-Force,Vertical Angle (°),Uphill Length (ft),Downhill Length (ft),Δ Elevation (ft),Airtime Points,Crossings,Bank Angle (°),Drop,Designer
28,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2014,Steel,Sit Down,Operating,5/26/2007,Sandusky,Ohio,United States,Intamin Amusement Rides,4450,105.0,70.0,2.0,"['LSM Lift Hill', 'Twisted Horseshoe Roll', 'Tunnel', 'LSM Launch (rolling)', 'Over-Banked Curve', 'Over-Banked Curve']",100.0,2:30,,95.0,,,,,,,,
28,Wild Eagle,Dollywood,"Pigeon Forge, Tenn.",B&M,2012,2014,Steel,Wing,Operating,3/24/2012,Pigeon Forge,Tennessee,United States,Bolliger & Mabillard,3127,,61.0,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Immelmann', 'Corkscrew']",135.0,2:22,,,,,,,,,,
30,Helix,Liseberg,"Gothenburg, Sweden",Mack,2014,2014,Steel,Sit Down,Operating,4/26/2014,Gothenburg,Västra Götaland,Sweden,Mack Rides GmbH & Co KG,4530,134.5,62.1,7.0,"['Corkscrew', 'LSM Launch (rolling)', 'Corkscrew', 'Norwegian Loop', 'Zero-G Roll', 'LSM Boost', 'Top Hat - Inside', 'In-Line Twist']",,2:10,4.3,,,,,,,,,
31,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B&M,1999,2014,Steel,Sit Down,Operating,5/1/1999,Gurnee,Illinois,United States,Bolliger & Mabillard,5057,202.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",208.0,2:30,,65.0,,,,,,,,
32,GateKeeper,Cedar Point,"Sandusky, Ohio",B&M,2013,2014,Steel,Wing,Operating,5/11/2013,Sandusky,Ohio,United States,Bolliger & Mabillard,4164,170.0,67.0,6.0,"['Chain Lift Hill', 'Dive Drop', 'Immelmann', 'Corkscrew', 'Zero-G Roll', 'Inclined Dive Loop', 'In-Line Twist', 'Block Brake']",164.0,2:40,,,,,,,,,,
33,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,2007,2014,Steel,Sit Down,Operating,5/18/2007,Williamsburg,Virginia,United States,Bolliger & Mabillard,3108,205.0,71.0,2.0,"['Chain Lift Hill', 'Immelmann', 'Hill', 'Immelmann', 'Splash Effect']",,3:00,4.0,90.0,,,,,,,,
34,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B&M,2006,2014,Steel,Flying,Operating,5/13/2006,Valencia,California,United States,Bolliger & Mabillard,3602,170.0,62.0,4.0,"['Chain Lift Hill', 'Corkscrew', 'Zero-G Roll', 'Horseshoe', 'Pretzel Loop', 'In-Line Twist']",111.0,,,,,,,,,,,
35,Lisebergbanan,Liseberg,"Gothenburg, Sweden",Schwarzkopf,1987,2014,Steel,Sit Down,Operating,4/18/1987,Gothenburg,Västra Götaland,Sweden,Zierer,4397,147.7,49.7,0.0,,,,3.0,36.0,,,,,,,,
39,Full Throttle,Six Flags Magic Mountain,"Valencia, Calif.",Premier,2013,2014,Steel,Sit Down,Operating,6/22/2013,Valencia,California,United States,Premier Rides,2200,164.0,70.0,2.0,"['LSM Launch', 'Loop', 'Dive Drop', 'LSM Launch (multi-pass)']",,1:30,,,,,,,,,,
40,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2014,Steel,Sit Down,Operating,4/22/1978,Arlington,Texas,United States,Schwarzkopf,3600,116.0,60.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,2:00,,,,,,,,,,
41,Manta,SeaWorld Orlando,"Orlando, Fla.",B&M,2009,2014,Steel,Flying,Operating,5/22/2009,Orlando,Florida,United States,Bolliger & Mabillard,3359,140.0,56.0,4.0,"['Chain Lift Hill', 'Pretzel Loop', 'In-Line Twist', 'Corkscrew', 'In-Line Twist']",113.0,2:35,,,,,,,,,,
43,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2014,Steel,Sit Down,Operating,2/11/2000,Valencia,California,United States,Giovanola,4500,235.0,85.0,0.0,"['Chain Lift Hill', 'Tunnel']",255.0,3:00,,61.0,,,,,,,,
44,Whizzer,Six Flags Great America,"Gurnee, Ill.",Schwarzkopf,1976,2014,Steel,Sit Down,Operating,1976,Gurnee,Illinois,United States,Schwarzkopf,3100,70.0,42.0,0.0,['Electric Spiral Lift'],64.0,2:00,,,,,,,,,,
45,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2014,Steel,Sit Down,Operating,5/21/2005,Jackson,New Jersey,United States,Intamin Amusement Rides,3118,456.0,128.0,0.0,"['Hydraulic Launch', 'Vertical Spiral', 'Top Hat - Outside', 'Vertical Spiral', 'Hill']",418.0,0:28,,90.0,,,,,,,,
46,Piraten,Djurs Sommerland,"Jylland, Denmark",Intamin,2008,2014,Steel,Sit Down,Operating,5/1/2008,Nimtofte,Midtjylland,Denmark,Intamin Amusement Rides,2477,101.7,52.8,0.0,['Cable Lift Hill'],98.4,,,,,,,,,,,
47,Raptor,Cedar Point,"Sandusky, Ohio",B&M,1994,2014,Steel,Inverted,Operating,5/7/1994,Sandusky,Ohio,United States,Bolliger & Mabillard,3790,137.0,57.0,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Corkscrew', 'Corkscrew']",119.0,2:16,,45.0,,,,,,,,
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2013,Steel,Sit Down,Operating,5/13/2000,Sandusky,Ohio,United States,Intamin Amusement Rides,6595,310.0,93.0,0.0,"['Cable Lift Hill', 'Over-Banked Curve', 'Tunnel', 'Hill', 'Over-Banked Curve', 'Over-Banked Curve', 'Hill', 'Tunnel', 'Over-Banked Curve']",300.0,2:20,,80.0,,,,,,,,
3,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2013,Steel,Sit Down,Operating,6/18/2001,Hassloch,Rhineland-Palatinate,Germany,Intamin Amusement Rides,4002,173.9,74.6,0.0,"['Cable Lift Hill', 'Over-Banked Curve']",,1:15,4.5,82.0,,,,,,,,
4,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B & M,2001,2013,Steel,Sit Down,Operating,4/7/2001,Jackson,New Jersey,United States,Bolliger & Mabillard,5394,230.0,80.0,0.0,"['Chain Lift Hill', 'Block Brake']",215.0,2:20,,,,,,,,,,
6,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",Rocky Mountain,2011,2013,Steel,Sit Down,Operating,4/22/2011,Arlington,Texas,United States,Rocky Mountain Construction,4200,153.0,65.0,0.0,"['Chain Lift Hill', 'Over-Banked Curve']",147.0,,,79.0,,,,,,,,
7,Goliath,Six Flags Over Georgia,"Austell, Ga.",B & M,2006,2013,Steel,Sit Down,Operating,4/1/2006,Austell,Georgia,United States,Bolliger & Mabillard,4480,200.0,70.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Helix', 'Hill', 'Horseshoe', 'Hill', 'Hill', 'Hill']",175.0,,,,,,,,,,,
8,Intimidator,Carowinds,"Charlotte, N.C.",B & M,2010,2013,Steel,Sit Down,Operating,3/27/2010,Charlotte,North Carolina,United States,Bolliger & Mabillard,5316,232.0,75.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",211.0,3:33,,74.0,,,,,,,,
11,Iron Rattler,Six Flags Fiesta Texas,"San Antonio, Texas",Rocky Mountain,2013,2013,Steel,Sit Down,Operating,5/25/2013,San Antonio,Texas,United States,Rocky Mountain Construction,3266,179.0,70.0,1.0,"['Chain Lift Hill', 'Over-Banked Curve', 'Over-Banked Curve', 'Zero-G Roll', 'Over-Banked Curve', 'Over-Banked Curve', 'Tunnel']",171.0,,,81.0,,,,,,,,
14,Diamondback,Kings Island,"Mason, Ohio",B & M,2009,2013,Steel,Sit Down,Operating,4/18/2009,Mason,Ohio,United States,Bolliger & Mabillard,5282,230.0,80.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Splash Effect']",215.0,3:00,,74.0,,,,,,,,
16,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2013,Steel,Wing,Operating,1/12/2002,Valencia,California,United States,Arrow Dynamics,3610,175.0,76.0,2.0,"['Chain Lift Hill', 'Inside Raven Turn', 'Fly To Lie', 'Outside Raven Turn', 'Fly To Lie']",215.0,,4.0,88.5,,,,,,,,
22,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2013,Steel,Sit Down,Operating,5/26/2007,Sandusky,Ohio,United States,Intamin Amusement Rides,4450,105.0,70.0,2.0,"['LSM Lift Hill', 'Twisted Horseshoe Roll', 'Tunnel', 'LSM Launch (rolling)', 'Over-Banked Curve', 'Over-Banked Curve']",100.0,2:30,,95.0,,,,,,,,
23,Goliath,La Ronde,"Montreal, Quebec, Canada",B & M,2006,2013,Steel,Sit Down,Operating,5/13/2006,Montréal,Québec,Canada,Bolliger & Mabillard,4038,174.8,68.3,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",170.6,,,70.0,,,,,,,,
24,Wild Eagle,Dollywood,"Pigeon Forge, Tenn.",B & M,2012,2013,Steel,Wing,Operating,3/24/2012,Pigeon Forge,Tennessee,United States,Bolliger & Mabillard,3127,,61.0,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Immelmann', 'Corkscrew']",135.0,2:22,,,,,,,,,,
25,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1997,2013,Steel,Inverted,Operating,3/22/1997,Williamsburg,Virginia,United States,Bolliger & Mabillard,3828,195.0,67.0,6.0,"['Chain Lift Hill', 'Immelmann', 'Loop', 'Tunnel', 'Cobra Roll', 'Block Brake', 'Zero-G Roll', 'Corkscrew']",170.0,3:10,3.7,,,,,,,,,
26,Skyrush,Hersheypark,"Hershey, Pa.",Intamin,2012,2013,Steel,Sit Down,Operating,5/26/2012,Hershey,Pennsylvania,United States,Intamin Amusement Rides,3600,200.0,75.0,0.0,['Cable Lift Hill'],,,,85.0,,,,,,,,
28,GateKeeper,Cedar Point,"Sandusky, Ohio",B & M,2013,2013,Steel,Wing,Operating,5/11/2013,Sandusky,Ohio,United States,Bolliger & Mabillard,4164,170.0,67.0,6.0,"['Chain Lift Hill', 'Dive Drop', 'Immelmann', 'Corkscrew', 'Zero-G Roll', 'Inclined Dive Loop', 'In-Line Twist', 'Block Brake']",164.0,2:40,,,,,,,,,,
29,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2013,Steel,Sit Down,Operating,4/22/1978,Arlington,Texas,United States,Schwarzkopf,3600,116.0,60.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,2:00,,,,,,,,,,
30,Raptor,Cedar Point,"Sandusky, Ohio",B & M,1994,2013,Steel,Inverted,Operating,5/7/1994,Sandusky,Ohio,United States,Bolliger & Mabillard,3790,137.0,57.0,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Corkscrew', 'Corkscrew']",119.0,2:16,,45.0,,,,,,,,
31,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B & M,1999,2013,Steel,Sit Down,Operating,5/1/1999,Gurnee,Illinois,United States,Bolliger & Mabillard,5057,202.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",208.0,2:30,,65.0,,,,,,,,
33,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,2007,2013,Steel,Sit Down,Operating,5/18/2007,Williamsburg,Virginia,United States,Bolliger & Mabillard,3108,205.0,71.0,2.0,"['Chain Lift Hill', 'Immelmann', 'Hill', 'Immelmann', 'Splash Effect']",,3:00,4.0,90.0,,,,,,,,
34,Black Mamba,Phantasialand,"Brühl, Germany",B & M,2006,2013,Steel,Inverted,Operating,5/24/2006,Brühl,North Rhine-Westphalia,Germany,Bolliger & Mabillard,2519,85.3,49.7,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Jr. Immelmann', 'Corkscrew', 'Corkscrew']",88.6,,4.0,,,,,,,,,
35,Afterburn,Carowinds,"Charlotte, N.C.",B & M,1999,2013,Steel,Inverted,Operating,3/20/1999,Charlotte,North Carolina,United States,Bolliger & Mabillard,2956,113.0,62.0,6.0,"['Chain Lift Hill', 'Loop', 'Immelmann', 'Zero-G Roll', 'Batwing', 'Corkscrew']",,2:47,,,,,,,,,,
35,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2013,Steel,Sit Down,Operating,5/21/2005,Jackson,New Jersey,United States,Intamin Amusement Rides,3118,456.0,128.0,0.0,"['Hydraulic Launch', 'Vertical Spiral', 'Top Hat - Outside', 'Vertical Spiral', 'Hill']",418.0,0:28,,90.0,,,,,,,,
40,Whizzer,Six Flags Great America,"Gurnee, Ill.",Schwarzkopf,1976,2013,Steel,Sit Down,Operating,1976,Gurnee,Illinois,United States,Schwarzkopf,3100,70.0,42.0,0.0,['Electric Spiral Lift'],64.0,2:00,,,,,,,,,,
41,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2013,Steel,Sit Down,Operating,2/11/2000,Valencia,California,United States,Giovanola,4500,235.0,85.0,0.0,"['Chain Lift Hill', 'Tunnel']",255.0,3:00,,61.0,,,,,,,,
42,Titan,Six Flags Over Texas,"Arlington, Texas",Giovanola,2001,2013,Steel,Sit Down,Operating,4/27/2001,Arlington,Texas,United States,Giovanola,5312,245.0,85.0,0.0,"['Chain Lift Hill', 'Tunnel']",255.0,3:30,,,,,,,,,,
47,Dominator,Kings Dominion,"Doswell, Va.",B & M,2008,2013,Steel,Sit Down,Operating,5/24/2008,Doswell,Virginia,United States,Bolliger & Mabillard,4210,157.0,65.0,5.0,"['Chain Lift Hill', 'Loop', 'Cobra Roll', 'Block Brake', 'Interlocking Corkscrews']",148.0,,3.8,57.0,,,,,,,,
48,Kraken,SeaWorld Orlando,"Orlando, Fla.",B & M,2000,2013,Steel,Sit Down,Operating,6/1/2000,Orlando,Florida,United States,Bolliger & Mabillard,4177,149.0,65.0,7.0,"['Chain Lift Hill', 'Loop', 'Dive Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Loop', 'Corkscrew']",144.0,2:02,,,,,,,,,,
50,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B & M,2006,2013,Steel,Flying,Operating,5/13/2006,Valencia,California,United States,Bolliger & Mabillard,3602,170.0,62.0,4.0,"['Chain Lift Hill', 'Corkscrew', 'Zero-G Roll', 'Horseshoe', 'Pretzel Loop', 'In-Line Twist']",111.0,,,,,,,,,,,
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2012,Steel,Sit Down,Operating,5/13/2000,Sandusky,Ohio,United States,Intamin Amusement Rides,6595,310.0,93.0,0.0,"['Cable Lift Hill', 'Over-Banked Curve', 'Tunnel', 'Hill', 'Over-Banked Curve', 'Over-Banked Curve', 'Hill', 'Tunnel', 'Over-Banked Curve']",300.0,2:20,,80.0,,,,,,,,
3,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B & M,2001,2012,Steel,Sit Down,Operating,4/7/2001,Jackson,New Jersey,United States,Bolliger & Mabillard,5394,230.0,80.0,0.0,"['Chain Lift Hill', 'Block Brake']",215.0,2:20,,,,,,,,,,
5,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",Rocky Mountain,2011,2012,Steel,Sit Down,Operating,4/22/2011,Arlington,Texas,United States,Rocky Mountain Construction,4200,153.0,65.0,0.0,"['Chain Lift Hill', 'Over-Banked Curve']",147.0,,,79.0,,,,,,,,
6,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2012,Steel,Sit Down,Operating,6/18/2001,Hassloch,Rhineland-Palatinate,Germany,Intamin Amusement Rides,4002,173.9,74.6,0.0,"['Cable Lift Hill', 'Over-Banked Curve']",,1:15,4.5,82.0,,,,,,,,
7,Intimidator,Carowinds,"Charlotte, N.C.",B & M,2010,2012,Steel,Sit Down,Operating,3/27/2010,Charlotte,North Carolina,United States,Bolliger & Mabillard,5316,232.0,75.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",211.0,3:33,,74.0,,,,,,,,
9,Goliath,Six Flags Over Georgia,"Austell, Ga.",B & M,2006,2012,Steel,Sit Down,Operating,4/1/2006,Austell,Georgia,United States,Bolliger & Mabillard,4480,200.0,70.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Helix', 'Hill', 'Horseshoe', 'Hill', 'Hill', 'Hill']",175.0,,,,,,,,,,,
10,Diamondback,Kings Island,"Mason, Ohio",B & M,2009,2012,Steel,Sit Down,Operating,4/18/2009,Mason,Ohio,United States,Bolliger & Mabillard,5282,230.0,80.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Splash Effect']",215.0,3:00,,74.0,,,,,,,,
12,Intimidator 305,Kings Dominion,"Doswell, Va.",IntaRide,2010,2012,Steel,Sit Down,Operating,4/2/2010,Doswell,Virginia,United States,Intamin Amusement Rides,5100,305.0,90.0,0.0,['Cable Lift Hill'],300.0,3:00,,85.0,,,,,,,,
15,Wild Eagle,Dollywood,"Pigeon Forge, Tenn.",B & M,2012,2012,Steel,Wing,Operating,3/24/2012,Pigeon Forge,Tennessee,United States,Bolliger & Mabillard,3127,,61.0,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Immelmann', 'Corkscrew']",135.0,2:22,,,,,,,,,,
18,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2012,Steel,Wing,Operating,1/12/2002,Valencia,California,United States,Arrow Dynamics,3610,175.0,76.0,2.0,"['Chain Lift Hill', 'Inside Raven Turn', 'Fly To Lie', 'Outside Raven Turn', 'Fly To Lie']",215.0,,4.0,88.5,,,,,,,,
19,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B & M,1999,2012,Steel,Sit Down,Operating,5/1/1999,Gurnee,Illinois,United States,Bolliger & Mabillard,5057,202.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",208.0,2:30,,65.0,,,,,,,,
21,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2012,Steel,Sit Down,Operating,5/26/2007,Sandusky,Ohio,United States,Intamin Amusement Rides,4450,105.0,70.0,2.0,"['LSM Lift Hill', 'Twisted Horseshoe Roll', 'Tunnel', 'LSM Launch (rolling)', 'Over-Banked Curve', 'Over-Banked Curve']",100.0,2:30,,95.0,,,,,,,,
24,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1997,2012,Steel,Inverted,Operating,3/22/1997,Williamsburg,Virginia,United States,Bolliger & Mabillard,3828,195.0,67.0,6.0,"['Chain Lift Hill', 'Immelmann', 'Loop', 'Tunnel', 'Cobra Roll', 'Block Brake', 'Zero-G Roll', 'Corkscrew']",170.0,3:10,3.7,,,,,,,,,
25,Goliath,La Ronde,"Montreal, Quebec, Canada",B & M,2006,2012,Steel,Sit Down,Operating,5/13/2006,Montréal,Québec,Canada,Bolliger & Mabillard,4038,174.8,68.3,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",170.6,,,70.0,,,,,,,,
26,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,2007,2012,Steel,Sit Down,Operating,5/18/2007,Williamsburg,Virginia,United States,Bolliger & Mabillard,3108,205.0,71.0,2.0,"['Chain Lift Hill', 'Immelmann', 'Hill', 'Immelmann', 'Splash Effect']",,3:00,4.0,90.0,,,,,,,,
26,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2012,Steel,Sit Down,Operating,4/22/1978,Arlington,Texas,United States,Schwarzkopf,3600,116.0,60.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,2:00,,,,,,,,,,
28,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B & M,2006,2012,Steel,Flying,Operating,5/13/2006,Valencia,California,United States,Bolliger & Mabillard,3602,170.0,62.0,4.0,"['Chain Lift Hill', 'Corkscrew', 'Zero-G Roll', 'Horseshoe', 'Pretzel Loop', 'In-Line Twist']",111.0,,,,,,,,,,,
31,Raptor,Cedar Point,"Sandusky, Ohio",B & M,1994,2012,Steel,Inverted,Operating,5/7/1994,Sandusky,Ohio,United States,Bolliger & Mabillard,3790,137.0,57.0,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Corkscrew', 'Corkscrew']",119.0,2:16,,45.0,,,,,,,,
33,Lisebergbanan,Liseberg,"Gothenberg, Sweden",Schwarzkopf,1987,2012,Steel,Sit Down,Operating,4/18/1987,Gothenburg,Västra Götaland,Sweden,Zierer,4397,147.7,49.7,0.0,,,,3.0,36.0,,,,,,,,
34,Manta,SeaWorld Orlando,"Orlando, Fla.",B & M,2009,2012,Steel,Flying,Operating,5/22/2009,Orlando,Florida,United States,Bolliger & Mabillard,3359,140.0,56.0,4.0,"['Chain Lift Hill', 'Pretzel Loop', 'In-Line Twist', 'Corkscrew', 'In-Line Twist']",113.0,2:35,,,,,,,,,,
36,Titan,Six Flags Over Texas,"Arlington, Texas",Giovanola,2001,2012,Steel,Sit Down,Operating,4/27/2001,Arlington,Texas,United States,Giovanola,5312,245.0,85.0,0.0,"['Chain Lift Hill', 'Tunnel']",255.0,3:30,,,,,,,,,,
37,Piraten,Djurs Sommerland,"Jylland, Denmark",Intamin,2008,2012,Steel,Sit Down,Operating,5/1/2008,Nimtofte,Midtjylland,Denmark,Intamin Amusement Rides,2477,101.7,52.8,0.0,['Cable Lift Hill'],98.4,,,,,,,,,,,
38,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2012,Steel,Sit Down,Operating,5/21/2005,Jackson,New Jersey,United States,Intamin Amusement Rides,3118,456.0,128.0,0.0,"['Hydraulic Launch', 'Vertical Spiral', 'Top Hat - Outside', 'Vertical Spiral', 'Hill']",418.0,0:28,,90.0,,,,,,,,
41,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2012,Steel,Sit Down,Operating,2/11/2000,Valencia,California,United States,Giovanola,4500,235.0,85.0,0.0,"['Chain Lift Hill', 'Tunnel']",255.0,3:00,,61.0,,,,,,,,
42,Skyrush,Hersheypark,"Hershey, Pa.",Intamin,2012,2012,Steel,Sit Down,Operating,5/26/2012,Hershey,Pennsylvania,United States,Intamin Amusement Rides,3600,200.0,75.0,0.0,['Cable Lift Hill'],,,,85.0,,,,,,,,
44,Storm Runner,Hersheypark,"Hershey, Pa.",Intamin,2004,2012,Steel,Sit Down,Operating,5/8/2004,Hershey,Pennsylvania,United States,Intamin Amusement Rides,2600,150.0,75.0,3.0,"['Hydraulic Launch', 'Top Hat - Outside', 'Cobra Loop', 'Heartline Roll', 'Flying Snake Dive']",180.0,0:50,,90.0,,,,,,,,
45,Afterburn,Carowinds,"Charlotte, N.C.",B & M,1999,2012,Steel,Inverted,Operating,3/20/1999,Charlotte,North Carolina,United States,Bolliger & Mabillard,2956,113.0,62.0,6.0,"['Chain Lift Hill', 'Loop', 'Immelmann', 'Zero-G Roll', 'Batwing', 'Corkscrew']",,2:47,,,,,,,,,,
49,Black Mamba,Phantasialand,"Brühl, Germany",B & M,2006,2012,Steel,Inverted,Operating,5/24/2006,Brühl,North Rhine-Westphalia,Germany,Bolliger & Mabillard,2519,85.3,49.7,4.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Jr. Immelmann', 'Corkscrew', 'Corkscrew']",88.6,,4.0,,,,,,,,,
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2011,Steel,Sit Down,Operating,5/13/2000,Sandusky,Ohio,United States,Intamin Amusement Rides,6595,310.0,93.0,0.0,"['Cable Lift Hill', 'Over-Banked Curve', 'Tunnel', 'Hill', 'Over-Banked Curve', 'Over-Banked Curve', 'Hill', 'Tunnel', 'Over-Banked Curve']",300.0,2:20,,80.0,,,,,,,,
3,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B & M,2001,2011,Steel,Sit Down,Operating,4/7/2001,Jackson,New Jersey,United States,Bolliger & Mabillard,5394,230.0,80.0,0.0,"['Chain Lift Hill', 'Block Brake']",215.0,2:20,,,,,,,,,,
4,Goliath,Six Flags Over Georgia,"Austell, Ga.",B & M,2006,2011,Steel,Sit Down,Operating,4/1/2006,Austell,Georgia,United States,Bolliger & Mabillard,4480,200.0,70.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Helix', 'Hill', 'Horseshoe', 'Hill', 'Hill', 'Hill']",175.0,,,,,,,,,,,
6,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",Rocky Mountain,2011,2011,Steel,Sit Down,Operating,4/22/2011,Arlington,Texas,United States,Rocky Mountain Construction,4200,153.0,65.0,0.0,"['Chain Lift Hill', 'Over-Banked Curve']",147.0,,,79.0,,,,,,,,
7,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2011,Steel,Sit Down,Operating,6/18/2001,Hassloch,Rhineland-Palatinate,Germany,Intamin Amusement Rides,4002,173.9,74.6,0.0,"['Cable Lift Hill', 'Over-Banked Curve']",,1:15,4.5,82.0,,,,,,,,
11,Diamondback,Kings Island,"Kings Mills, Ohio",B & M,2009,2011,Steel,Sit Down,Operating,4/18/2009,Mason,Ohio,United States,Bolliger & Mabillard,5282,230.0,80.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Splash Effect']",215.0,3:00,,74.0,,,,,,,,
13,Intimidator 305,Kings Dominion,"Doswell, Va.",IntaRide,2010,2011,Steel,Sit Down,Operating,4/2/2010,Doswell,Virginia,United States,Intamin Amusement Rides,5100,305.0,90.0,0.0,['Cable Lift Hill'],300.0,3:00,,85.0,,,,,,,,
16,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2011,Steel,Wing,Operating,1/12/2002,Valencia,California,United States,Arrow Dynamics,3610,175.0,76.0,2.0,"['Chain Lift Hill', 'Inside Raven Turn', 'Fly To Lie', 'Outside Raven Turn', 'Fly To Lie']",215.0,,4.0,88.5,,,,,,,,
18,Raptor,Cedar Point,"Sandusky, Ohio",B & M,1994,2011,Steel,Inverted,Operating,5/7/1994,Sandusky,Ohio,United States,Bolliger & Mabillard,3790,137.0,57.0,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Corkscrew', 'Corkscrew']",119.0,2:16,,45.0,,,,,,,,
19,Intimidator,Carowinds,"Charlotte, N.C.",B & M,2010,2011,Steel,Sit Down,Operating,3/27/2010,Charlotte,North Carolina,United States,Bolliger & Mabillard,5316,232.0,75.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill']",211.0,3:33,,74.0,,,,,,,,
20,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,2007,2011,Steel,Sit Down,Operating,5/18/2007,Williamsburg,Virginia,United States,Bolliger & Mabillard,3108,205.0,71.0,2.0,"['Chain Lift Hill', 'Immelmann', 'Hill', 'Immelmann', 'Splash Effect']",,3:00,4.0,90.0,,,,,,,,
